 n     ch_hole col3 col4 col5
    1968 -0.72354655E+01 -0.10327327E-16 -0.73158567E+01  0.36684888E-16
    1969 -0.72358432E+01 -0.10327226E-16 -0.73158567E+01  0.36684888E-16
    1970 -0.72362028E+01 -0.10327145E-16 -0.73158567E+01  0.36684888E-16
    1971 -0.72364921E+01 -0.10327131E-16 -0.73158567E+01  0.36684888E-16
    1972 -0.72368217E+01 -0.10327164E-16 -0.73158567E+01  0.36684888E-16
    1973 -0.72371494E+01 -0.10327080E-16 -0.73158567E+01  0.36684888E-16
    1974 -0.72374920E+01 -0.10327080E-16 -0.73158567E+01  0.36684888E-16
    1975 -0.72378241E+01 -0.10327083E-16 -0.73158567E+01  0.36684888E-16
    1976 -0.72381710E+01 -0.10327049E-16 -0.73158567E+01  0.36684888E-16
    1977 -0.72384782E+01 -0.10326964E-16 -0.73158567E+01  0.36684888E-16
    1978 -0.72387912E+01 -0.10326903E-16 -0.73158567E+01  0.36684888E-16
    1979 -0.72391182E+01 -0.10326883E-16 -0.73158567E+01  0.36684888E-16
    1980 -0.72394421E+01 -0.10326910E-16 -0.73158567E+01  0.36684888E-16
    1981 -0.72397997E+01 -0.10326896E-16 -0.73158567E+01  0.36684888E-16
    1982 -0.72401816E+01 -0.10326922E-16 -0.73158567E+01  0.36684888E-16
    1983 -0.72405584E+01 -0.10326949E-16 -0.73158567E+01  0.36684888E-16
    1984 -0.72408538E+01 -0.10326977E-16 -0.73158567E+01  0.36684888E-16
    1985 -0.72412109E+01 -0.10326920E-16 -0.73158567E+01  0.36684888E-16
    1986 -0.72415782E+01 -0.10326799E-16 -0.73158567E+01  0.36684888E-16
    1987 -0.72419412E+01 -0.10326840E-16 -0.73158567E+01  0.36684888E-16
    1988 -0.72423142E+01 -0.10326886E-16 -0.73158567E+01  0.36684888E-16
    1989 -0.72426371E+01 -0.10326867E-16 -0.73158567E+01  0.36684888E-16
    1990 -0.72429774E+01 -0.10326802E-16 -0.73158567E+01  0.36684888E-16
    1991 -0.72433990E+01 -0.10326870E-16 -0.73158567E+01  0.36684888E-16
    1992 -0.72437651E+01 -0.10326876E-16 -0.73158567E+01  0.36684888E-16
    1993 -0.72441684E+01 -0.10326945E-16 -0.73158567E+01  0.36684888E-16
    1994 -0.72445330E+01 -0.10326993E-16 -0.73158567E+01  0.36684888E-16
    1995 -0.72448960E+01 -0.10327015E-16 -0.73158567E+01  0.36684888E-16
    1996 -0.72452721E+01 -0.10326986E-16 -0.73158567E+01  0.36684888E-16
    1997 -0.72456395E+01 -0.10326987E-16 -0.73158567E+01  0.36684888E-16
    1998 -0.72459666E+01 -0.10326967E-16 -0.73158567E+01  0.36684888E-16
    1999 -0.72462960E+01 -0.10326942E-16 -0.73158567E+01  0.36684888E-16
    2000 -0.72466349E+01 -0.10326843E-16 -0.73158567E+01  0.36684888E-16
    2001 -0.72469404E+01 -0.10326846E-16 -0.73158567E+01  0.36684888E-16
    2002 -0.72472913E+01 -0.10326882E-16 -0.73158567E+01  0.36684888E-16
    2003 -0.72476017E+01 -0.10326853E-16 -0.73158567E+01  0.36684888E-16
    2004 -0.72479541E+01 -0.10326811E-16 -0.73158567E+01  0.36684888E-16
    2005 -0.72483278E+01 -0.10326730E-16 -0.73158567E+01  0.36684888E-16
    2006 -0.72486666E+01 -0.10326772E-16 -0.73158567E+01  0.36684888E-16
    2007 -0.72490126E+01 -0.10326764E-16 -0.73158567E+01  0.36684888E-16
    2008 -0.72493759E+01 -0.10326730E-16 -0.73158567E+01  0.36684888E-16
    2009 -0.72497173E+01 -0.10326853E-16 -0.73158567E+01  0.36684888E-16
    2010 -0.72500407E+01 -0.10326777E-16 -0.73158567E+01  0.36684888E-16
    2011 -0.72503388E+01 -0.10326799E-16 -0.73158567E+01  0.36684888E-16
    2012 -0.72506522E+01 -0.10326826E-16 -0.73158567E+01  0.36684888E-16
    2013 -0.72510006E+01 -0.10326867E-16 -0.73158567E+01  0.36684888E-16
    2014 -0.72513219E+01 -0.10326907E-16 -0.73158567E+01  0.36684888E-16
    2015 -0.72516435E+01 -0.10326841E-16 -0.73158567E+01  0.36684888E-16
    2016 -0.72519568E+01 -0.10326877E-16 -0.73158567E+01  0.36684888E-16
    2017 -0.72522984E+01 -0.10326870E-16 -0.73158567E+01  0.36684888E-16
    2018 -0.72526140E+01 -0.10326839E-16 -0.73158567E+01  0.36684888E-16
    2019 -0.72529720E+01 -0.10326862E-16 -0.73158567E+01  0.36684888E-16
    2020 -0.72533167E+01 -0.10326843E-16 -0.73158567E+01  0.36684888E-16
    2021 -0.72537267E+01 -0.10326701E-16 -0.73158567E+01  0.36684888E-16
    2022 -0.72540408E+01 -0.10326694E-16 -0.73158567E+01  0.36684888E-16
    2023 -0.72543493E+01 -0.10326627E-16 -0.73158567E+01  0.36684888E-16
    2024 -0.72547108E+01 -0.10326548E-16 -0.73158567E+01  0.36684888E-16
    2025 -0.72550494E+01 -0.10326509E-16 -0.73158567E+01  0.36684888E-16
    2026 -0.72554121E+01 -0.10326572E-16 -0.73158567E+01  0.36684888E-16
    2027 -0.72557844E+01 -0.10326781E-16 -0.73158567E+01  0.36684888E-16
    2028 -0.72560995E+01 -0.10326858E-16 -0.73158567E+01  0.36684888E-16
    2029 -0.72564129E+01 -0.10326870E-16 -0.73158567E+01  0.36684888E-16
    2030 -0.72567422E+01 -0.10326796E-16 -0.73158567E+01  0.36684888E-16
    2031 -0.72570824E+01 -0.10326739E-16 -0.73158567E+01  0.36684888E-16
    2032 -0.72574325E+01 -0.10326793E-16 -0.73158567E+01  0.36684888E-16
    2033 -0.72577941E+01 -0.10326814E-16 -0.73158567E+01  0.36684888E-16
    2034 -0.72581582E+01 -0.10326840E-16 -0.73158567E+01  0.36684888E-16
    2035 -0.72584684E+01 -0.10326832E-16 -0.73158567E+01  0.36684888E-16
    2036 -0.72587952E+01 -0.10326840E-16 -0.73158567E+01  0.36684888E-16
    2037 -0.72590926E+01 -0.10326893E-16 -0.73158567E+01  0.36684888E-16
    2038 -0.72594295E+01 -0.10326934E-16 -0.73158567E+01  0.36684888E-16
    2039 -0.72597930E+01 -0.10326893E-16 -0.73158567E+01  0.36684888E-16
    2040 -0.72601261E+01 -0.10326909E-16 -0.73158567E+01  0.36684888E-16
    2041 -0.72604549E+01 -0.10326915E-16 -0.73158567E+01  0.36684888E-16
    2042 -0.72607942E+01 -0.10326924E-16 -0.73158567E+01  0.36684888E-16
    2043 -0.72611531E+01 -0.10326920E-16 -0.73158567E+01  0.36684888E-16
    2044 -0.72614989E+01 -0.10326905E-16 -0.73158567E+01  0.36684888E-16
    2045 -0.72618360E+01 -0.10326870E-16 -0.73158567E+01  0.36684888E-16
    2046 -0.72621878E+01 -0.10326868E-16 -0.73158567E+01  0.36684888E-16
    2047 -0.72625546E+01 -0.10326962E-16 -0.73158567E+01  0.36684888E-16
    2048 -0.72629321E+01 -0.10326981E-16 -0.73158567E+01  0.36684888E-16
