 n     ch_hole col3 col4 col5
     997 -0.69241319E+01 -0.10407368E-16 -0.76075473E+01  0.56990402E-17
     998 -0.69253916E+01 -0.10406976E-16 -0.76075473E+01  0.56990402E-17
     999 -0.69263982E+01 -0.10407651E-16 -0.76075473E+01  0.56990402E-17
    1000 -0.69273202E+01 -0.10407549E-16 -0.76075473E+01  0.56990402E-17
    1001 -0.69282863E+01 -0.10408062E-16 -0.76075473E+01  0.56990402E-17
    1002 -0.69301781E+01 -0.10408524E-16 -0.76075473E+01  0.56990402E-17
    1003 -0.69317182E+01 -0.10407950E-16 -0.76075473E+01  0.56990402E-17
    1004 -0.69326231E+01 -0.10408100E-16 -0.76075473E+01  0.56990402E-17
    1005 -0.69334924E+01 -0.10408246E-16 -0.76075473E+01  0.56990402E-17
    1006 -0.69346374E+01 -0.10408598E-16 -0.76075473E+01  0.56990402E-17
    1007 -0.69355124E+01 -0.10408704E-16 -0.76075473E+01  0.56990402E-17
    1008 -0.69364916E+01 -0.10408536E-16 -0.76075473E+01  0.56990402E-17
    1009 -0.69375398E+01 -0.10408979E-16 -0.76075473E+01  0.56990402E-17
    1010 -0.69386951E+01 -0.10409183E-16 -0.76075473E+01  0.56990402E-17
    1011 -0.69397052E+01 -0.10409157E-16 -0.76075473E+01  0.56990402E-17
    1012 -0.69413427E+01 -0.10407343E-16 -0.76075473E+01  0.56990402E-17
    1013 -0.69427134E+01 -0.10407213E-16 -0.76075473E+01  0.56990402E-17
    1014 -0.69438187E+01 -0.10407191E-16 -0.76075473E+01  0.56990402E-17
    1015 -0.69449824E+01 -0.10407890E-16 -0.76075473E+01  0.56990402E-17
    1016 -0.69463146E+01 -0.10408563E-16 -0.76075473E+01  0.56990402E-17
    1017 -0.69474744E+01 -0.10409505E-16 -0.76075473E+01  0.56990402E-17
    1018 -0.69483761E+01 -0.10409239E-16 -0.76075473E+01  0.56990402E-17
    1019 -0.69491854E+01 -0.10408746E-16 -0.76075473E+01  0.56990402E-17
    1020 -0.69503053E+01 -0.10408959E-16 -0.76075473E+01  0.56990402E-17
    1021 -0.69515008E+01 -0.10408908E-16 -0.76075473E+01  0.56990402E-17
    1022 -0.69524348E+01 -0.10408719E-16 -0.76075473E+01  0.56990402E-17
    1023 -0.69535856E+01 -0.10407833E-16 -0.76075473E+01  0.56990402E-17
    1024 -0.69544799E+01 -0.10407834E-16 -0.76075473E+01  0.56990402E-17
    1025 -0.69553593E+01 -0.10407597E-16 -0.76075473E+01  0.56990402E-17
    1026 -0.69562802E+01 -0.10407335E-16 -0.76075473E+01  0.56990402E-17
    1027 -0.69570629E+01 -0.10407312E-16 -0.76075473E+01  0.56990402E-17
    1028 -0.69579620E+01 -0.10406601E-16 -0.76075473E+01  0.56990402E-17
    1029 -0.69587025E+01 -0.10405815E-16 -0.76075473E+01  0.56990402E-17
    1030 -0.69595840E+01 -0.10405590E-16 -0.76075473E+01  0.56990402E-17
    1031 -0.69602865E+01 -0.10405479E-16 -0.76075473E+01  0.56990402E-17
    1032 -0.69611883E+01 -0.10405106E-16 -0.76075473E+01  0.56990402E-17
    1033 -0.69621277E+01 -0.10405451E-16 -0.76075473E+01  0.56990402E-17
    1034 -0.69631901E+01 -0.10404244E-16 -0.76075473E+01  0.56990402E-17
    1035 -0.69641973E+01 -0.10403799E-16 -0.76075473E+01  0.56990402E-17
    1036 -0.69652002E+01 -0.10402539E-16 -0.76075473E+01  0.56990402E-17
    1037 -0.69660245E+01 -0.10401883E-16 -0.76075473E+01  0.56990402E-17
    1038 -0.69668424E+01 -0.10401405E-16 -0.76075473E+01  0.56990402E-17
    1039 -0.69678164E+01 -0.10401607E-16 -0.76075473E+01  0.56990402E-17
    1040 -0.69688665E+01 -0.10402495E-16 -0.76075473E+01  0.56990402E-17
    1041 -0.69702406E+01 -0.10401095E-16 -0.76075473E+01  0.56990402E-17
    1042 -0.69710500E+01 -0.10400600E-16 -0.76075473E+01  0.56990402E-17
    1043 -0.69719707E+01 -0.10400817E-16 -0.76075473E+01  0.56990402E-17
    1044 -0.69725683E+01 -0.10401109E-16 -0.76075473E+01  0.56990402E-17
    1045 -0.69733358E+01 -0.10401367E-16 -0.76075473E+01  0.56990402E-17
    1046 -0.69741115E+01 -0.10401072E-16 -0.76075473E+01  0.56990402E-17
    1047 -0.69749698E+01 -0.10401374E-16 -0.76075473E+01  0.56990402E-17
    1048 -0.69760847E+01 -0.10402072E-16 -0.76075473E+01  0.56990402E-17
    1049 -0.69774703E+01 -0.10399966E-16 -0.76075473E+01  0.56990402E-17
    1050 -0.69786569E+01 -0.10399954E-16 -0.76075473E+01  0.56990402E-17
    1051 -0.69799188E+01 -0.10401003E-16 -0.76075473E+01  0.56990402E-17
    1052 -0.69808349E+01 -0.10401256E-16 -0.76075473E+01  0.56990402E-17
    1053 -0.69825884E+01 -0.10402350E-16 -0.76075473E+01  0.56990402E-17
    1054 -0.69834126E+01 -0.10403141E-16 -0.76075473E+01  0.56990402E-17
    1055 -0.69844642E+01 -0.10402308E-16 -0.76075473E+01  0.56990402E-17
    1056 -0.69853283E+01 -0.10402305E-16 -0.76075473E+01  0.56990402E-17
    1057 -0.69861201E+01 -0.10401913E-16 -0.76075473E+01  0.56990402E-17
    1058 -0.69869153E+01 -0.10401642E-16 -0.76075473E+01  0.56990402E-17
    1059 -0.69875674E+01 -0.10401587E-16 -0.76075473E+01  0.56990402E-17
    1060 -0.69882006E+01 -0.10401160E-16 -0.76075473E+01  0.56990402E-17
    1061 -0.69888413E+01 -0.10400597E-16 -0.76075473E+01  0.56990402E-17
    1062 -0.69894816E+01 -0.10400492E-16 -0.76075473E+01  0.56990402E-17
    1063 -0.69901345E+01 -0.10400138E-16 -0.76075473E+01  0.56990402E-17
    1064 -0.69909958E+01 -0.10399655E-16 -0.76075473E+01  0.56990402E-17
    1065 -0.69917609E+01 -0.10398713E-16 -0.76075473E+01  0.56990402E-17
    1066 -0.69927074E+01 -0.10396983E-16 -0.76075473E+01  0.56990402E-17
    1067 -0.69936295E+01 -0.10396744E-16 -0.76075473E+01  0.56990402E-17
    1068 -0.69946677E+01 -0.10396725E-16 -0.76075473E+01  0.56990402E-17
    1069 -0.69960130E+01 -0.10396567E-16 -0.76075473E+01  0.56990402E-17
    1070 -0.69969619E+01 -0.10396672E-16 -0.76075473E+01  0.56990402E-17
    1071 -0.69979777E+01 -0.10397055E-16 -0.76075473E+01  0.56990402E-17
    1072 -0.69989507E+01 -0.10395471E-16 -0.76075473E+01  0.56990402E-17
    1073 -0.69998022E+01 -0.10394899E-16 -0.76075473E+01  0.56990402E-17
    1074 -0.70005903E+01 -0.10393262E-16 -0.76075473E+01  0.56990402E-17
    1075 -0.70016275E+01 -0.10392563E-16 -0.76075473E+01  0.56990402E-17
    1076 -0.70025729E+01 -0.10392616E-16 -0.76075473E+01  0.56990402E-17
    1077 -0.70034710E+01 -0.10393460E-16 -0.76075473E+01  0.56990402E-17
    1078 -0.70042803E+01 -0.10394043E-16 -0.76075473E+01  0.56990402E-17
    1079 -0.70050399E+01 -0.10394958E-16 -0.76075473E+01  0.56990402E-17
    1080 -0.70058789E+01 -0.10395017E-16 -0.76075473E+01  0.56990402E-17
    1081 -0.70066195E+01 -0.10395338E-16 -0.76075473E+01  0.56990402E-17
    1082 -0.70073557E+01 -0.10396439E-16 -0.76075473E+01  0.56990402E-17
    1083 -0.70082910E+01 -0.10397021E-16 -0.76075473E+01  0.56990402E-17
    1084 -0.70089352E+01 -0.10397134E-16 -0.76075473E+01  0.56990402E-17
    1085 -0.70095262E+01 -0.10397439E-16 -0.76075473E+01  0.56990402E-17
    1086 -0.70102579E+01 -0.10397981E-16 -0.76075473E+01  0.56990402E-17
    1087 -0.70110360E+01 -0.10398252E-16 -0.76075473E+01  0.56990402E-17
    1088 -0.70119359E+01 -0.10399017E-16 -0.76075473E+01  0.56990402E-17
    1089 -0.70128580E+01 -0.10399197E-16 -0.76075473E+01  0.56990402E-17
    1090 -0.70136684E+01 -0.10399306E-16 -0.76075473E+01  0.56990402E-17
    1091 -0.70144229E+01 -0.10399893E-16 -0.76075473E+01  0.56990402E-17
    1092 -0.70153298E+01 -0.10399843E-16 -0.76075473E+01  0.56990402E-17
    1093 -0.70159856E+01 -0.10399980E-16 -0.76075473E+01  0.56990402E-17
    1094 -0.70167349E+01 -0.10399978E-16 -0.76075473E+01  0.56990402E-17
    1095 -0.70174499E+01 -0.10399888E-16 -0.76075473E+01  0.56990402E-17
    1096 -0.70181729E+01 -0.10399526E-16 -0.76075473E+01  0.56990402E-17
    1097 -0.70190108E+01 -0.10399372E-16 -0.76075473E+01  0.56990402E-17
    1098 -0.70199344E+01 -0.10398492E-16 -0.76075473E+01  0.56990402E-17
    1099 -0.70206907E+01 -0.10398800E-16 -0.76075473E+01  0.56990402E-17
    1100 -0.70213838E+01 -0.10398923E-16 -0.76075473E+01  0.56990402E-17
    1101 -0.70219624E+01 -0.10398826E-16 -0.76075473E+01  0.56990402E-17
    1102 -0.70228019E+01 -0.10398625E-16 -0.76075473E+01  0.56990402E-17
    1103 -0.70235700E+01 -0.10397970E-16 -0.76075473E+01  0.56990402E-17
    1104 -0.70244102E+01 -0.10397132E-16 -0.76075473E+01  0.56990402E-17
    1105 -0.70250816E+01 -0.10396576E-16 -0.76075473E+01  0.56990402E-17
    1106 -0.70258538E+01 -0.10396855E-16 -0.76075473E+01  0.56990402E-17
    1107 -0.70265165E+01 -0.10397041E-16 -0.76075473E+01  0.56990402E-17
    1108 -0.70272186E+01 -0.10397327E-16 -0.76075473E+01  0.56990402E-17
    1109 -0.70277944E+01 -0.10397369E-16 -0.76075473E+01  0.56990402E-17
    1110 -0.70285729E+01 -0.10397828E-16 -0.76075473E+01  0.56990402E-17
    1111 -0.70293541E+01 -0.10397901E-16 -0.76075473E+01  0.56990402E-17
    1112 -0.70301634E+01 -0.10397937E-16 -0.76075473E+01  0.56990402E-17
    1113 -0.70308164E+01 -0.10398095E-16 -0.76075473E+01  0.56990402E-17
    1114 -0.70314630E+01 -0.10398407E-16 -0.76075473E+01  0.56990402E-17
    1115 -0.70322557E+01 -0.10398655E-16 -0.76075473E+01  0.56990402E-17
    1116 -0.70331169E+01 -0.10398438E-16 -0.76075473E+01  0.56990402E-17
    1117 -0.70338660E+01 -0.10399191E-16 -0.76075473E+01  0.56990402E-17
    1118 -0.70346438E+01 -0.10399147E-16 -0.76075473E+01  0.56990402E-17
    1119 -0.70353565E+01 -0.10399658E-16 -0.76075473E+01  0.56990402E-17
    1120 -0.70360744E+01 -0.10400370E-16 -0.76075473E+01  0.56990402E-17
    1121 -0.70366695E+01 -0.10400767E-16 -0.76075473E+01  0.56990402E-17
    1122 -0.70373098E+01 -0.10400381E-16 -0.76075473E+01  0.56990402E-17
    1123 -0.70379980E+01 -0.10400139E-16 -0.76075473E+01  0.56990402E-17
    1124 -0.70391670E+01 -0.10400411E-16 -0.76075473E+01  0.56990402E-17
    1125 -0.70403530E+01 -0.10401161E-16 -0.76075473E+01  0.56990402E-17
    1126 -0.70412875E+01 -0.10401879E-16 -0.76075473E+01  0.56990402E-17
    1127 -0.70422056E+01 -0.10400837E-16 -0.76075473E+01  0.56990402E-17
    1128 -0.70428328E+01 -0.10400535E-16 -0.76075473E+01  0.56990402E-17
    1129 -0.70434959E+01 -0.10400274E-16 -0.76075473E+01  0.56990402E-17
    1130 -0.70441117E+01 -0.10400236E-16 -0.76075473E+01  0.56990402E-17
    1131 -0.70450338E+01 -0.10399819E-16 -0.76075473E+01  0.56990402E-17
    1132 -0.70456885E+01 -0.10399682E-16 -0.76075473E+01  0.56990402E-17
    1133 -0.70463504E+01 -0.10399467E-16 -0.76075473E+01  0.56990402E-17
    1134 -0.70470829E+01 -0.10399272E-16 -0.76075473E+01  0.56990402E-17
    1135 -0.70478163E+01 -0.10399336E-16 -0.76075473E+01  0.56990402E-17
    1136 -0.70486784E+01 -0.10398846E-16 -0.76075473E+01  0.56990402E-17
    1137 -0.70494775E+01 -0.10398593E-16 -0.76075473E+01  0.56990402E-17
    1138 -0.70501889E+01 -0.10398728E-16 -0.76075473E+01  0.56990402E-17
    1139 -0.70509143E+01 -0.10398527E-16 -0.76075473E+01  0.56990402E-17
    1140 -0.70517802E+01 -0.10398523E-16 -0.76075473E+01  0.56990402E-17
    1141 -0.70526446E+01 -0.10398136E-16 -0.76075473E+01  0.56990402E-17
    1142 -0.70537844E+01 -0.10398473E-16 -0.76075473E+01  0.56990402E-17
    1143 -0.70547493E+01 -0.10399317E-16 -0.76075473E+01  0.56990402E-17
    1144 -0.70554662E+01 -0.10399265E-16 -0.76075473E+01  0.56990402E-17
    1145 -0.70561337E+01 -0.10399325E-16 -0.76075473E+01  0.56990402E-17
    1146 -0.70567693E+01 -0.10399251E-16 -0.76075473E+01  0.56990402E-17
    1147 -0.70574618E+01 -0.10399224E-16 -0.76075473E+01  0.56990402E-17
    1148 -0.70580089E+01 -0.10399359E-16 -0.76075473E+01  0.56990402E-17
    1149 -0.70586062E+01 -0.10399425E-16 -0.76075473E+01  0.56990402E-17
    1150 -0.70592505E+01 -0.10399536E-16 -0.76075473E+01  0.56990402E-17
    1151 -0.70599114E+01 -0.10399116E-16 -0.76075473E+01  0.56990402E-17
    1152 -0.70605770E+01 -0.10399190E-16 -0.76075473E+01  0.56990402E-17
    1153 -0.70613285E+01 -0.10399486E-16 -0.76075473E+01  0.56990402E-17
    1154 -0.70619967E+01 -0.10399640E-16 -0.76075473E+01  0.56990402E-17
    1155 -0.70627193E+01 -0.10399885E-16 -0.76075473E+01  0.56990402E-17
    1156 -0.70634513E+01 -0.10400223E-16 -0.76075473E+01  0.56990402E-17
    1157 -0.70642465E+01 -0.10400426E-16 -0.76075473E+01  0.56990402E-17
    1158 -0.70650194E+01 -0.10400656E-16 -0.76075473E+01  0.56990402E-17
    1159 -0.70656856E+01 -0.10400519E-16 -0.76075473E+01  0.56990402E-17
    1160 -0.70670578E+01 -0.10401090E-16 -0.76075473E+01  0.56990402E-17
    1161 -0.70682570E+01 -0.10399687E-16 -0.76075473E+01  0.56990402E-17
    1162 -0.70690082E+01 -0.10399547E-16 -0.76075473E+01  0.56990402E-17
    1163 -0.70697833E+01 -0.10400006E-16 -0.76075473E+01  0.56990402E-17
    1164 -0.70704301E+01 -0.10400617E-16 -0.76075473E+01  0.56990402E-17
    1165 -0.70710742E+01 -0.10400678E-16 -0.76075473E+01  0.56990402E-17
    1166 -0.70717970E+01 -0.10401112E-16 -0.76075473E+01  0.56990402E-17
    1167 -0.70726234E+01 -0.10401469E-16 -0.76075473E+01  0.56990402E-17
    1168 -0.70735991E+01 -0.10401744E-16 -0.76075473E+01  0.56990402E-17
    1169 -0.70744800E+01 -0.10402541E-16 -0.76075473E+01  0.56990402E-17
    1170 -0.70753531E+01 -0.10403229E-16 -0.76075473E+01  0.56990402E-17
    1171 -0.70763242E+01 -0.10403128E-16 -0.76075473E+01  0.56990402E-17
    1172 -0.70771685E+01 -0.10403232E-16 -0.76075473E+01  0.56990402E-17
    1173 -0.70779899E+01 -0.10403345E-16 -0.76075473E+01  0.56990402E-17
    1174 -0.70790238E+01 -0.10403532E-16 -0.76075473E+01  0.56990402E-17
    1175 -0.70798717E+01 -0.10403655E-16 -0.76075473E+01  0.56990402E-17
    1176 -0.70806999E+01 -0.10403801E-16 -0.76075473E+01  0.56990402E-17
    1177 -0.70814765E+01 -0.10404101E-16 -0.76075473E+01  0.56990402E-17
    1178 -0.70821287E+01 -0.10404306E-16 -0.76075473E+01  0.56990402E-17
    1179 -0.70829564E+01 -0.10404261E-16 -0.76075473E+01  0.56990402E-17
    1180 -0.70836144E+01 -0.10404618E-16 -0.76075473E+01  0.56990402E-17
    1181 -0.70843672E+01 -0.10404958E-16 -0.76075473E+01  0.56990402E-17
    1182 -0.70851924E+01 -0.10404976E-16 -0.76075473E+01  0.56990402E-17
    1183 -0.70862932E+01 -0.10405382E-16 -0.76075473E+01  0.56990402E-17
    1184 -0.70872448E+01 -0.10405235E-16 -0.76075473E+01  0.56990402E-17
    1185 -0.70881819E+01 -0.10404544E-16 -0.76075473E+01  0.56990402E-17
    1186 -0.70889549E+01 -0.10404966E-16 -0.76075473E+01  0.56990402E-17
    1187 -0.70896523E+01 -0.10405282E-16 -0.76075473E+01  0.56990402E-17
    1188 -0.70905662E+01 -0.10405443E-16 -0.76075473E+01  0.56990402E-17
    1189 -0.70915232E+01 -0.10405954E-16 -0.76075473E+01  0.56990402E-17
    1190 -0.70923400E+01 -0.10406148E-16 -0.76075473E+01  0.56990402E-17
    1191 -0.70933840E+01 -0.10406777E-16 -0.76075473E+01  0.56990402E-17
    1192 -0.70945627E+01 -0.10407243E-16 -0.76075473E+01  0.56990402E-17
    1193 -0.70952806E+01 -0.10407702E-16 -0.76075473E+01  0.56990402E-17
    1194 -0.70961358E+01 -0.10408249E-16 -0.76075473E+01  0.56990402E-17
    1195 -0.70969526E+01 -0.10408532E-16 -0.76075473E+01  0.56990402E-17
    1196 -0.70977791E+01 -0.10408964E-16 -0.76075473E+01  0.56990402E-17
    1197 -0.70986042E+01 -0.10409299E-16 -0.76075473E+01  0.56990402E-17
    1198 -0.70995635E+01 -0.10409886E-16 -0.76075473E+01  0.56990402E-17
    1199 -0.71003475E+01 -0.10410063E-16 -0.76075473E+01  0.56990402E-17
    1200 -0.71011136E+01 -0.10409357E-16 -0.76075473E+01  0.56990402E-17
    1201 -0.71018344E+01 -0.10409579E-16 -0.76075473E+01  0.56990402E-17
    1202 -0.71025938E+01 -0.10409649E-16 -0.76075473E+01  0.56990402E-17
    1203 -0.71033146E+01 -0.10409860E-16 -0.76075473E+01  0.56990402E-17
    1204 -0.71040724E+01 -0.10409781E-16 -0.76075473E+01  0.56990402E-17
    1205 -0.71047263E+01 -0.10410287E-16 -0.76075473E+01  0.56990402E-17
    1206 -0.71054289E+01 -0.10409797E-16 -0.76075473E+01  0.56990402E-17
    1207 -0.71061034E+01 -0.10409604E-16 -0.76075473E+01  0.56990402E-17
    1208 -0.71070234E+01 -0.10409534E-16 -0.76075473E+01  0.56990402E-17
    1209 -0.71077655E+01 -0.10409259E-16 -0.76075473E+01  0.56990402E-17
    1210 -0.71084636E+01 -0.10409364E-16 -0.76075473E+01  0.56990402E-17
    1211 -0.71093040E+01 -0.10409403E-16 -0.76075473E+01  0.56990402E-17
    1212 -0.71100774E+01 -0.10409072E-16 -0.76075473E+01  0.56990402E-17
    1213 -0.71109088E+01 -0.10408905E-16 -0.76075473E+01  0.56990402E-17
    1214 -0.71120300E+01 -0.10408114E-16 -0.76075473E+01  0.56990402E-17
    1215 -0.71131224E+01 -0.10408001E-16 -0.76075473E+01  0.56990402E-17
    1216 -0.71144668E+01 -0.10407221E-16 -0.76075473E+01  0.56990402E-17
    1217 -0.71153089E+01 -0.10406902E-16 -0.76075473E+01  0.56990402E-17
    1218 -0.71160342E+01 -0.10406443E-16 -0.76075473E+01  0.56990402E-17
    1219 -0.71168811E+01 -0.10405680E-16 -0.76075473E+01  0.56990402E-17
    1220 -0.71178430E+01 -0.10405012E-16 -0.76075473E+01  0.56990402E-17
    1221 -0.71185346E+01 -0.10405176E-16 -0.76075473E+01  0.56990402E-17
    1222 -0.71193679E+01 -0.10405095E-16 -0.76075473E+01  0.56990402E-17
    1223 -0.71201900E+01 -0.10405458E-16 -0.76075473E+01  0.56990402E-17
    1224 -0.71210087E+01 -0.10405235E-16 -0.76075473E+01  0.56990402E-17
    1225 -0.71220575E+01 -0.10405232E-16 -0.76075473E+01  0.56990402E-17
    1226 -0.71229411E+01 -0.10405345E-16 -0.76075473E+01  0.56990402E-17
    1227 -0.71239814E+01 -0.10405253E-16 -0.76075473E+01  0.56990402E-17
    1228 -0.71248889E+01 -0.10405395E-16 -0.76075473E+01  0.56990402E-17
    1229 -0.71260612E+01 -0.10406221E-16 -0.76075473E+01  0.56990402E-17
    1230 -0.71268837E+01 -0.10406635E-16 -0.76075473E+01  0.56990402E-17
    1231 -0.71278655E+01 -0.10406177E-16 -0.76075473E+01  0.56990402E-17
    1232 -0.71285996E+01 -0.10406100E-16 -0.76075473E+01  0.56990402E-17
    1233 -0.71293233E+01 -0.10406184E-16 -0.76075473E+01  0.56990402E-17
    1234 -0.71299717E+01 -0.10405919E-16 -0.76075473E+01  0.56990402E-17
    1235 -0.71308646E+01 -0.10406252E-16 -0.76075473E+01  0.56990402E-17
    1236 -0.71315507E+01 -0.10406224E-16 -0.76075473E+01  0.56990402E-17
    1237 -0.71322776E+01 -0.10405838E-16 -0.76075473E+01  0.56990402E-17
    1238 -0.71329674E+01 -0.10406133E-16 -0.76075473E+01  0.56990402E-17
    1239 -0.71336776E+01 -0.10406324E-16 -0.76075473E+01  0.56990402E-17
    1240 -0.71343576E+01 -0.10406952E-16 -0.76075473E+01  0.56990402E-17
    1241 -0.71350576E+01 -0.10406574E-16 -0.76075473E+01  0.56990402E-17
    1242 -0.71357314E+01 -0.10406488E-16 -0.76075473E+01  0.56990402E-17
    1243 -0.71363772E+01 -0.10406399E-16 -0.76075473E+01  0.56990402E-17
    1244 -0.71370013E+01 -0.10406620E-16 -0.76075473E+01  0.56990402E-17
    1245 -0.71378731E+01 -0.10406787E-16 -0.76075473E+01  0.56990402E-17
    1246 -0.71385129E+01 -0.10407248E-16 -0.76075473E+01  0.56990402E-17
    1247 -0.71390718E+01 -0.10407168E-16 -0.76075473E+01  0.56990402E-17
    1248 -0.71395822E+01 -0.10407125E-16 -0.76075473E+01  0.56990402E-17
    1249 -0.71402743E+01 -0.10407172E-16 -0.76075473E+01  0.56990402E-17
    1250 -0.71407566E+01 -0.10407372E-16 -0.76075473E+01  0.56990402E-17
    1251 -0.71413000E+01 -0.10407612E-16 -0.76075473E+01  0.56990402E-17
    1252 -0.71419677E+01 -0.10407702E-16 -0.76075473E+01  0.56990402E-17
    1253 -0.71426036E+01 -0.10407475E-16 -0.76075473E+01  0.56990402E-17
    1254 -0.71431616E+01 -0.10407668E-16 -0.76075473E+01  0.56990402E-17
    1255 -0.71437766E+01 -0.10407629E-16 -0.76075473E+01  0.56990402E-17
    1256 -0.71443711E+01 -0.10407368E-16 -0.76075473E+01  0.56990402E-17
    1257 -0.71451506E+01 -0.10407197E-16 -0.76075473E+01  0.56990402E-17
    1258 -0.71458542E+01 -0.10406777E-16 -0.76075473E+01  0.56990402E-17
    1259 -0.71464635E+01 -0.10406408E-16 -0.76075473E+01  0.56990402E-17
    1260 -0.71470778E+01 -0.10406443E-16 -0.76075473E+01  0.56990402E-17
    1261 -0.71478207E+01 -0.10406377E-16 -0.76075473E+01  0.56990402E-17
    1262 -0.71484762E+01 -0.10406256E-16 -0.76075473E+01  0.56990402E-17
    1263 -0.71492565E+01 -0.10405175E-16 -0.76075473E+01  0.56990402E-17
    1264 -0.71500322E+01 -0.10405291E-16 -0.76075473E+01  0.56990402E-17
    1265 -0.71507647E+01 -0.10405293E-16 -0.76075473E+01  0.56990402E-17
    1266 -0.71514463E+01 -0.10405151E-16 -0.76075473E+01  0.56990402E-17
    1267 -0.71521117E+01 -0.10405075E-16 -0.76075473E+01  0.56990402E-17
    1268 -0.71528489E+01 -0.10404895E-16 -0.76075473E+01  0.56990402E-17
    1269 -0.71534177E+01 -0.10404721E-16 -0.76075473E+01  0.56990402E-17
    1270 -0.71539983E+01 -0.10404570E-16 -0.76075473E+01  0.56990402E-17
    1271 -0.71545810E+01 -0.10404502E-16 -0.76075473E+01  0.56990402E-17
    1272 -0.71552203E+01 -0.10404441E-16 -0.76075473E+01  0.56990402E-17
    1273 -0.71558564E+01 -0.10404483E-16 -0.76075473E+01  0.56990402E-17
    1274 -0.71565750E+01 -0.10404846E-16 -0.76075473E+01  0.56990402E-17
    1275 -0.71573767E+01 -0.10405176E-16 -0.76075473E+01  0.56990402E-17
    1276 -0.71580412E+01 -0.10404980E-16 -0.76075473E+01  0.56990402E-17
    1277 -0.71586897E+01 -0.10404900E-16 -0.76075473E+01  0.56990402E-17
    1278 -0.71593209E+01 -0.10404951E-16 -0.76075473E+01  0.56990402E-17
    1279 -0.71599689E+01 -0.10404739E-16 -0.76075473E+01  0.56990402E-17
    1280 -0.71605274E+01 -0.10404672E-16 -0.76075473E+01  0.56990402E-17
    1281 -0.71611888E+01 -0.10404627E-16 -0.76075473E+01  0.56990402E-17
    1282 -0.71618337E+01 -0.10404459E-16 -0.76075473E+01  0.56990402E-17
    1283 -0.71623948E+01 -0.10404247E-16 -0.76075473E+01  0.56990402E-17
    1284 -0.71629727E+01 -0.10404256E-16 -0.76075473E+01  0.56990402E-17
    1285 -0.71635477E+01 -0.10404274E-16 -0.76075473E+01  0.56990402E-17
    1286 -0.71642106E+01 -0.10404209E-16 -0.76075473E+01  0.56990402E-17
    1287 -0.71648576E+01 -0.10403968E-16 -0.76075473E+01  0.56990402E-17
    1288 -0.71654426E+01 -0.10403972E-16 -0.76075473E+01  0.56990402E-17
    1289 -0.71660148E+01 -0.10403816E-16 -0.76075473E+01  0.56990402E-17
    1290 -0.71666029E+01 -0.10403904E-16 -0.76075473E+01  0.56990402E-17
    1291 -0.71672013E+01 -0.10403545E-16 -0.76075473E+01  0.56990402E-17
    1292 -0.71677525E+01 -0.10403625E-16 -0.76075473E+01  0.56990402E-17
    1293 -0.71682804E+01 -0.10403711E-16 -0.76075473E+01  0.56990402E-17
    1294 -0.71690743E+01 -0.10403407E-16 -0.76075473E+01  0.56990402E-17
    1295 -0.71697744E+01 -0.10404497E-16 -0.76075473E+01  0.56990402E-17
    1296 -0.71703493E+01 -0.10404601E-16 -0.76075473E+01  0.56990402E-17
    1297 -0.71710326E+01 -0.10404787E-16 -0.76075473E+01  0.56990402E-17
    1298 -0.71718401E+01 -0.10404983E-16 -0.76075473E+01  0.56990402E-17
    1299 -0.71726097E+01 -0.10404789E-16 -0.76075473E+01  0.56990402E-17
    1300 -0.71732490E+01 -0.10404860E-16 -0.76075473E+01  0.56990402E-17
    1301 -0.71740939E+01 -0.10404601E-16 -0.76075473E+01  0.56990402E-17
    1302 -0.71748244E+01 -0.10404573E-16 -0.76075473E+01  0.56990402E-17
    1303 -0.71754889E+01 -0.10404430E-16 -0.76075473E+01  0.56990402E-17
    1304 -0.71762991E+01 -0.10404408E-16 -0.76075473E+01  0.56990402E-17
    1305 -0.71770482E+01 -0.10404040E-16 -0.76075473E+01  0.56990402E-17
    1306 -0.71778500E+01 -0.10403807E-16 -0.76075473E+01  0.56990402E-17
    1307 -0.71785118E+01 -0.10403648E-16 -0.76075473E+01  0.56990402E-17
    1308 -0.71791738E+01 -0.10403372E-16 -0.76075473E+01  0.56990402E-17
    1309 -0.71799342E+01 -0.10403006E-16 -0.76075473E+01  0.56990402E-17
    1310 -0.71808368E+01 -0.10402839E-16 -0.76075473E+01  0.56990402E-17
    1311 -0.71816529E+01 -0.10402504E-16 -0.76075473E+01  0.56990402E-17
    1312 -0.71822342E+01 -0.10402437E-16 -0.76075473E+01  0.56990402E-17
    1313 -0.71831358E+01 -0.10401847E-16 -0.76075473E+01  0.56990402E-17
    1314 -0.71839766E+01 -0.10401300E-16 -0.76075473E+01  0.56990402E-17
    1315 -0.71848721E+01 -0.10401748E-16 -0.76075473E+01  0.56990402E-17
    1316 -0.71857193E+01 -0.10401363E-16 -0.76075473E+01  0.56990402E-17
    1317 -0.71864509E+01 -0.10400920E-16 -0.76075473E+01  0.56990402E-17
    1318 -0.71871653E+01 -0.10400623E-16 -0.76075473E+01  0.56990402E-17
    1319 -0.71879553E+01 -0.10400680E-16 -0.76075473E+01  0.56990402E-17
    1320 -0.71887506E+01 -0.10400551E-16 -0.76075473E+01  0.56990402E-17
    1321 -0.71893610E+01 -0.10400252E-16 -0.76075473E+01  0.56990402E-17
